2.460179328918457031e+03,1.537685433026505233e-01
2.516029596328735352e+03,1.663217160009705653e-01
2.563901662826538086e+03,1.570688008735005026e-01
2.609475851058959961e+03,1.551500176756844540e-01
2.657349824905395508e+03,1.507705729588111054e-01
2.695276260375976562e+03,1.540101507718172336e-01
2.746551513671875000e+03,1.447508915125579609e-01
2.795420646667480469e+03,1.422452222828899937e-01
2.837308406829833984e+03,1.550984836230580033e-01
2.888344049453735352e+03,1.647744907825503535e-01
2.935218811035156250e+03,1.261263024544673206e-01
2.981096029281616211e+03,1.358190199972378887e-01
3.027970314025878906e+03,1.263883522743159127e-01
3.076839447021484375e+03,1.483516483516483520e-01
3.119724750518798828e+03,1.536938780893129519e-01
3.163573503494262695e+03,1.511737937114614183e-01
3.220938205718994141e+03,1.480673942242586305e-01
3.258836030960083008e+03,1.551500176756844540e-01
3.308704376220703125e+03,1.369942031807837024e-01
3.356583118438720703e+03,1.536938780893129519e-01
3.414430379867553711e+03,1.185996892881417270e-01
3.470309495925903320e+03,1.245793226044579621e-01
3.509165525436401367e+03,1.610945574413259473e-01
3.560089111328125000e+03,1.491382153875689676e-01
3.601155519485473633e+03,1.580428615594514363e-01
3.662029743194580078e+03,1.595373415506954606e-01
3.717880487442016602e+03,1.367874784374424058e-01
3.764543056488037109e+03,1.663788131870733156e-01
3.807541370391845703e+03,1.456396211207930669e-01
3.859402656555175781e+03,1.538192963569640637e-01
3.904282569885253906e+03,1.481860193451748631e-01
3.948164701461791992e+03,1.630785556162233085e-01
3.997034072875976562e+03,1.549591632608313119e-01
4.046401977539062500e+03,1.578520071445982942e-01
4.091272354125976562e+03,1.717755104641162656e-01
4.135156154632568359e+03,1.524561330035089091e-01
4.184994935989379883e+03,1.247224634155978396e-01
4.236889600753784180e+03,1.750825027974937942e-01
4.275779247283935547e+03,1.582594208316812634e-01
4.323651552200317383e+03,1.491382153875689676e-01
4.370526313781738281e+03,1.611522647154482457e-01
4.420393228530883789e+03,1.885288612491443361e-01
4.468233823776245117e+03,1.514862769160248424e-01
4.527107000350952148e+03,1.611522647154482457e-01
4.579966306686401367e+03,1.570688008735005026e-01
4.623605012893676758e+03,1.574676421200244536e-01
4.681450366973876953e+03,1.458455684955879406e-01
4.735342264175415039e+03,1.637081061534766402e-01
4.790191411972045898e+03,1.519135342784359299e-01
4.836036205291748047e+03,1.485168793949784571e-01
4.887898206710815430e+03,1.502780822914361880e-01
4.951731204986572266e+03,1.571195539278140429e-01
5.000597000122070312e+03,1.610945574413259473e-01
5.038494586944580078e+03,1.632602981666382846e-01
5.088939428329467773e+03,1.739941699462529967e-01
5.135814189910888672e+03,1.507183420705296983e-01
5.181690931320190430e+03,1.582594208316812634e-01
5.228145122528076172e+03,1.640021603590351151e-01
5.280001401901245117e+03,1.560467151137591713e-01
5.322882413864135742e+03,1.882135254951455838e-01
5.368759155273437500e+03,1.340261315973814427e-01
5.416623353958129883e+03,1.478602946685547703e-01
5.461509943008422852e+03,1.572738507986534695e-01
5.515347957611083984e+03,1.643056913011176623e-01
5.562417507171630859e+03,1.571195539278140429e-01
5.606331586837768555e+03,1.527641976350390118e-01
5.650211334228515625e+03,1.613678742860709669e-01
5.707028388977050781e+03,1.626491128489702120e-01
5.774881124496459961e+03,1.582594208316812634e-01
5.826792478561401367e+03,1.883265424618680017e-01
5.865779161453247070e+03,1.624301854344624430e-01
5.919634103775024414e+03,1.573351634984367364e-01
5.968307256698608398e+03,1.677427996764820628e-01
6.015525579452514648e+03,1.770020589357413354e-01
6.060405731201171875e+03,1.538192963569640637e-01
6.109274864196777344e+03,1.561862989457256101e-01
6.148170471191406250e+03,1.678756613205952819e-01
6.198037147521972656e+03,1.688826665803492832e-01
6.254830121994018555e+03,1.598976406242352821e-01
6.296715259552001953e+03,1.601841663474395938e-01
6.339600801467895508e+03,1.486132767075859507e-01
6.385478496551513672e+03,1.687925086686766218e-01
6.435349464416503906e+03,1.720329002333463864e-01
6.480226516723632812e+03,1.599117240561487574e-01
6.538041353225708008e+03,1.641862573791578184e-01
6.597913265228271484e+03,1.610945574413259473e-01
6.644785404205322266e+03,1.571195539278140429e-01
6.683680772781372070e+03,1.539593977175036654e-01
6.736541748046875000e+03,1.573351634984367364e-01
6.780429840087890625e+03,1.613101670119486408e-01
6.830289602279663086e+03,1.590791428294925924e-01
6.875168800354003906e+03,1.578520071445982942e-01
6.914082765579223633e+03,1.538192963569640637e-01
6.964946508407592773e+03,1.595373415506954606e-01
7.009826898574829102e+03,1.586164020613360093e-01
7.055704116821289062e+03,1.551500176756844540e-01
7.106583595275878906e+03,1.598976406242352821e-01
7.153442859649658203e+03,1.572844104441231960e-01
7.199319839477539062e+03,1.611522647154482457e-01
7.244547128677368164e+03,1.571195539278140429e-01
7.295430421829223633e+03,1.709832589014555482e-01
7.344021797180175781e+03,1.540101507718172336e-01
7.388932943344116211e+03,1.468671440336021816e-01
7.435809135437011719e+03,1.601841663474395938e-01
7.484678506851196289e+03,1.661314311920430997e-01
7.525885105133056641e+03,1.573351634984367364e-01
7.575753211975097656e+03,1.613678742860709669e-01
7.624747753143310547e+03,1.580428615594514363e-01
7.668630361557006836e+03,1.601841663474395938e-01
7.717499732971191406e+03,1.448362535659611372e-01
7.765398502349853516e+03,1.562735677267527157e-01
7.812569379806518555e+03,1.611522647154482457e-01
7.852460145950317383e+03,1.538192963569640637e-01
7.899354696273803711e+03,1.641285320002111581e-01
7.951195716857910156e+03,1.571195539278140429e-01
8.001065492630004883e+03,1.571195539278140429e-01
8.040957212448120117e+03,1.582594208316812634e-01
8.096808195114135742e+03,1.480673942242586305e-01
8.143649578094482422e+03,1.272162229605624528e-01
8.192554235458374023e+03,1.820989829519280567e-01
8.237398624420166016e+03,1.639514073047215748e-01
