1.681622982025146484e+03,2.075641521035097581e-01
1.714740276336669922e+03,2.225274725274725141e-01
1.744719266891479492e+03,2.338899550032380870e-01
1.777654170989990234e+03,2.041035608119926015e-01
1.811597824096679688e+03,2.254252878876221722e-01
1.840880155563354492e+03,2.338899550032380870e-01
1.872574090957641602e+03,2.044434278695024532e-01
1.904138565063476562e+03,2.446560571183913901e-01
1.951969861984252930e+03,2.046703296703296648e-01
1.984441518783569336e+03,2.046703296703296648e-01
2.016671657562255859e+03,2.046703296703296648e-01
2.048662662506103516e+03,2.211538461538461453e-01
2.080661535263061523e+03,2.046703296703296648e-01
2.112843275070190430e+03,2.211538461538461453e-01
2.144688606262207031e+03,2.019230769230769273e-01
2.176606893539428711e+03,1.852126586387332075e-01
2.212585449218750000e+03,1.920244697597674466e-01
2.243510484695434570e+03,2.307692307692307820e-01
2.274420499801635742e+03,1.920244697597674466e-01
2.319979429244995117e+03,1.920811142693524265e-01
2.352891921997070312e+03,2.253759146004871705e-01
2.384880065917968750e+03,2.112552389905366923e-01
2.416590690612792969e+03,2.250854208301123482e-01
2.449504375457763672e+03,1.896827347348942761e-01
2.480419874191284180e+03,1.965508666030261475e-01
2.512334823608398438e+03,2.143101265764821850e-01
2.544322490692138672e+03,2.335408958072514030e-01
2.576383829116821289e+03,2.596153846153845812e-01
2.608295917510986328e+03,2.307692307692307820e-01
2.640489101409912109e+03,2.252991375654931627e-01
2.688607931137084961e+03,2.307692307692307820e-01
2.720249414443969727e+03,2.304293637117209581e-01
2.752499103546142578e+03,2.061250128443088969e-01
2.784426689147949219e+03,2.030134807487784521e-01
2.817092180252075195e+03,2.146591857724688412e-01
2.848319292068481445e+03,1.883657528708528595e-01
2.885254859924316406e+03,2.177799100064761739e-01
2.915140628814697266e+03,2.221876054699626901e-01
2.946901082992553711e+03,2.112552389905366923e-01
2.978841543197631836e+03,2.307692307692307820e-01
3.023918628692626953e+03,2.335408958072514030e-01
3.055925846099853516e+03,2.112552389905366923e-01
3.087990283966064453e+03,2.112552389905366923e-01
3.123683452606201172e+03,2.059112961089280824e-01
3.153638362884521484e+03,1.920244697597674466e-01
3.184694766998291016e+03,2.143759632245439972e-01
3.221579313278198242e+03,2.221876054699626901e-01
3.252530097961425781e+03,2.335408958072514030e-01
3.280453920364379883e+03,1.954284165416996233e-01
3.315096139907836914e+03,2.225274725274725141e-01
3.346057415008544922e+03,2.225605717413466633e-01
3.392976760864257812e+03,2.221876054699626901e-01
3.424814462661743164e+03,2.112552389905366923e-01
3.456972599029541016e+03,2.413617301911469282e-01
3.488234043121337891e+03,1.906888193538875120e-01
3.520650148391723633e+03,2.207220659344560909e-01
3.551834821701049805e+03,2.115384615384615641e-01
3.587730884552001953e+03,2.254252878876221722e-01
3.618650197982788086e+03,1.868131868131868156e-01
3.649776697158813477e+03,1.920244697597674466e-01
3.686756372451782227e+03,1.973080637010997673e-01
3.714709043502807617e+03,2.304293637117209581e-01
3.763019323348999023e+03,2.225274725274725141e-01
3.805003404617309570e+03,1.919678252501824667e-01
3.839499235153198242e+03,2.307692307692307820e-01
3.870416164398193359e+03,2.225274725274725141e-01
3.905365705490112305e+03,2.075641521035097581e-01
3.931604862213134766e+03,2.222551903664798656e-01
